"","game_str","play_per_game","ball_position_x","ball_position_y","ball_position_z","batter","ball_dist","batter_hand","hit_side","push_pull","x_ball_pos","pitcher_is_righty","pitcher_hand"
"15","1883_001_Vis4AB_Home4A",85,13.73751,64.3713,0.500979,636,65.820843542833,"L","R","pull",-1.771848,"True","R"
"16","1883_001_Vis4AB_Home4A",93,-5.5623,13.8807,-0.1914,652,14.9536956562584,"L","L","push",-2.145891,"True","R"
"17","1883_002_Vis4AB_Home4A",25,62.6067,210.8298,-1.461459,392,219.929087328007,"R","R","push",-2.162358,"True","R"
"18","1883_002_Vis4AB_Home4A",31,49.0899,229.2876,2.22876,636,234.483734608117,"L","R","pull",-2.071857,"True","R"
"19","1883_003_Vis1AB_Home1A",111,187.2093,312.006,21.2418,594,363.861328039254,"R","R","push",-1.737444,"True","R"
"20","1883_003_Vis1AB_Home1A",119,0.2484,5.0328,-0.0432,647,5.03892631420623,"R","R","push",-2.07594,"True","R"
"21","1883_003_Vis1AB_Home1A",130,-79.3929,331.005,4.39197,807,340.393217610766,"R","L","pull",-1.710375,"True","R"
"22","1883_003_Vis1AB_Home1A",141,27.86781,151.263,-0.63813,537,153.808679869493,"R","R","push",-1.69482,"True","R"
"23","1883_003_Vis1AB_Home1A",166,11.9028,35.5458,0.2134185,993,37.4857378942979,"R","R","push",-1.907883,"True","R"
"24","1883_003_Vis1AB_Home1A",173,-214.0119,338.886,34.8951,594,400.805207473169,"L","L","push",-1.698621,"True","R"
"25","1883_003_Vis1AB_Home1A",177,1.0458,6.798,-0.0477,492,6.87797220407294,"R","R","push",-1.478655,"True","R"
"26","1883_003_Vis1AB_Home1A",192,1.7868,9.5094,-0.0426,647,9.67581224497458,"L","R","pull",-0.967137,"True","R"
"27","1883_003_Vis1AB_Home1A",199,-30.9051,91.242,0.2385021,856,96.3339388274454,"R","L","pull",-0.826521,"True","R"
"28","1883_003_Vis1AB_Home1A",205,-3.2643,6.5148,-0.042,537,7.28685621718996,"L","L","push",-1.351908,"True","R"
"29","1883_003_Vis1AB_Home1A",223,21.51153,34.9599,0.304167,513,41.0480271261714,"R","R","push",0.744663,"False","L"
"30","1883_003_Vis1AB_Home1A",23,-129.0966,287.7489,4.81563,993,315.381295549958,"R","L","pull",-1.774356,"True","R"
"31","1883_003_Vis1AB_Home1A",28,50.235,281.3757,5.84064,495,285.824841074897,"R","R","push",-1.855254,"True","R"
"32","1883_003_Vis1AB_Home1A",30,75.0774,160.1598,6.5727,594,176.883514005121,"L","R","pull",-2.115429,"True","R"
"33","1883_003_Vis1AB_Home1A",47,74.9244,205.4691,-0.939759,492,218.703490530375,"R","R","push",-1.495515,"True","R"
"34","1883_003_Vis1AB_Home1A",51,1.9578,11.2494,-0.0447,647,11.4184929478456,"R","R","push",-1.638408,"True","R"
"35","1883_003_Vis1AB_Home1A",68,-21.99396,170.6892,0.365049,856,172.100369764628,"L","L","push",-1.783665,"True","R"
"36","1883_003_Vis1AB_Home1A",76,-59.0997,346.278,6.77994,513,351.28510902697,"R","L","pull",-1.807584,"True","R"
"37","1883_003_Vis4AB_Home4A",100,-64.6041,88.713,-0.62031,467,109.743729232289,"R","L","pull",-0.576957,"True","R"
"38","1883_003_Vis4AB_Home4A",103,-1.7313,13.9812,-0.1536,652,14.0879861275485,"L","L","push",-1.909998,"True","R"
"39","1883_003_Vis4AB_Home4A",12,-170.0157,214.26,7.33641,624,273.519077664594,"L","L","push",-1.93119,"True","R"
"40","1883_003_Vis4AB_Home4A",14,-0.8079,6.4107,-0.1554,586,6.46140672764066,"R","L","pull",-0.814686,"True","R"
"41","1883_003_Vis4AB_Home4A",18,-86.8029,316.077,-0.657222,636,327.779519459972,"L","L","push",-2.453685,"True","R"
"42","1883_003_Vis4AB_Home4A",22,31.1898,59.6763,0.2732874,383,67.3354617250821,"L","R","pull",-2.222625,"True","R"
"43","1883_003_Vis4AB_Home4A",26,57.1926,302.175,-0.645342,467,307.539792741947,"R","R","push",-0.383319,"True","R"
"44","1883_003_Vis4AB_Home4A",27,137.3838,190.293,4.55412,652,234.703503065975,"L","R","pull",-2.3688,"True","R"
"45","1883_003_Vis4AB_Home4A",39,-41.8578,11.3598,6.0594,991,43.3718857888379,"R","L","pull",-0.70395,"True","R"
"46","1883_003_Vis4AB_Home4A",42,-43.4844,76.413,-0.1988586,782,87.9195064383326,"L","L","push",-1.876455,"True","R"
"47","1883_003_Vis4AB_Home4A",46,13.2306,23.88138,4.18344,461,27.3014484426083,"L","R","pull",-2.287623,"True","R"
"48","1883_003_Vis4AB_Home4A",66,100.7934,358.869,-2.203608,624,372.754971321054,"L","R","pull",-2.132217,"True","R"
"49","1883_003_Vis4AB_Home4A",70,-157.8489,240.192,6.21957,586,287.416895980751,"R","L","pull",-0.631776,"True","R"
"50","1883_003_Vis4AB_Home4A",80,-42.03,246.6066,2.484741,383,250.162619237087,"L","L","push",-2.230407,"True","R"
"51","1883_004_Vis4AC_Home4A",107,-106.0149,142.1382,-1.798377,991,177.320125539235,"L","L","push",1.924407,"False","L"
"52","1883_004_Vis4AC_Home4A",112,-93.1458,287.6004,4.42377,782,302.308005414676,"L","L","push",1.904382,"False","L"
"53","1883_004_Vis4AC_Home4A",133,0.2946,5.6808,-0.1644,586,5.68843368599828,"R","R","push",2.063088,"False","L"
"54","1883_004_Vis4AC_Home4A",136,104.7135,197.475,0.925545,336,223.520228854683,"L","R","pull",1.870152,"False","L"
"55","1883_004_Vis4AC_Home4A",148,4.6014,12.9285,-0.1416,467,13.7229367924654,"R","R","push",2.433546,"False","L"
"56","1883_004_Vis4AC_Home4A",153,-7.7829,15.3531,-0.1587,636,17.2131116309632,"L","L","push",1.814604,"False","L"
"57","1883_004_Vis4AC_Home4A",158,-2.295,12.5205,-0.1446,431,12.72909836752,"L","L","push",1.982145,"False","L"
"58","1883_004_Vis4AC_Home4A",174,5.20977,49.4379,0.1872678,991,49.7116451132217,"L","R","pull",2.210394,"False","L"
"59","1883_004_Vis4AC_Home4A",175,128.3259,210.9798,5.60304,782,246.941314119064,"L","R","pull",2.317758,"False","L"
"60","1883_004_Vis4AC_Home4A",199,55.644,15.42789,4.34343,336,57.7431773099827,"L","R","pull",1.88499,"False","L"
"61","1883_004_Vis4AC_Home4A",73,1.5168,7.9878,-0.1542,586,8.13053694905816,"R","R","push",1.609056,"False","L"
"62","1883_004_Vis4AC_Home4A",80,-63.8439,239.8983,-2.792235,624,248.248339189006,"L","L","push",2.124291,"False","L"
"63","1883_004_Vis4AC_Home4A",81,-139.584,193.2336,5.00577,467,238.375580177501,"R","L","pull",2.446974,"False","L"
"64","1883_004_Vis4AC_Home4A",97,-3.2166,15.2028,-0.1683,636,15.5393578824866,"L","L","push",1.879866,"False","L"
"65","1883_004_Vis4AC_Home4A",98,93.8724,292.9122,4.18428,383,307.586710360835,"L","R","pull",2.435094,"False","L"
"66","1883_005_Vis4AC_Home4A",118,118.9098,264.0117,5.4507,431,289.55434424807,"L","R","pull",-2.173776,"True","R"
"67","1883_005_Vis4AC_Home4A",123,-2.7786,7.9848,-0.1494,721,8.45444551700465,"L","L","push",-2.056812,"True","R"
"68","1883_005_Vis4AC_Home4A",124,-122.4996,151.3242,5.2305,535,194.692489597827,"R","L","pull",-2.510421,"True","R"
"69","1883_005_Vis4AC_Home4A",130,-2.4447,8.1138,-0.1494,624,8.47409632527268,"L","L","push",-2.595024,"True","R"
"70","1883_005_Vis4AC_Home4A",162,2.0175,9.3144,-0.1524,586,9.5303910523126,"R","R","push",3.75807,"False","L"
"71","1883_005_Vis4AC_Home4A",193,8.99778,41.8029,-0.2285649,991,42.7602910810766,"R","R","push",-1.532118,"True","R"
"72","1883_005_Vis4AC_Home4A",208,-197.3934,232.8036,16.35567,721,305.223967827758,"L","L","push",-1.636986,"True","R"
"73","1883_005_Vis4AC_Home4A",211,5.20878,20.7711,0.1329015,535,21.4142472269842,"R","R","push",-1.207785,"True","R"
"74","1883_005_Vis4AC_Home4A",225,-23.40459,306.054,6.4497,624,306.947594466984,"L","L","push",-2.122425,"True","R"
"75","1883_005_Vis4AC_Home4A",227,10.61259,32.7537,0.0574107,586,34.430102093925,"R","R","push",-1.763271,"True","R"
"76","1883_005_Vis4AC_Home4A",230,-3.5127,8.4513,-0.1518,636,9.15224196467729,"L","L","push",-1.88796,"True","R"
"77","1883_005_Vis4AC_Home4A",25,-0.8121,8.5476,-0.147,624,8.58609178672113,"L","L","push",-2.872359,"True","R"
"78","1883_005_Vis4AC_Home4A",256,-107.0982,337.98,-2.401812,383,354.542669989439,"L","L","push",-3.17607,"True","R"
"79","1883_005_Vis4AC_Home4A",287,3.78804,130.0992,-0.543846,535,130.154335646883,"R","R","push",-0.929907,"True","R"
"80","1883_005_Vis4AC_Home4A",294,-120.9417,179.1621,3.291,586,216.161867301566,"R","L","pull",-1.118484,"True","R"
"81","1883_005_Vis4AC_Home4A",298,-5.33922,16.11936,-0.0486165,636,16.9806076751688,"L","L","push",-0.695973,"True","R"
"82","1883_005_Vis4AC_Home4A",41,-0.6378,6.1632,-0.1572,636,6.19611354640956,"L","L","push",-2.825895,"True","R"
"83","1883_005_Vis4AC_Home4A",44,7.66122,27.5406,0.396777,467,28.5863418479595,"R","R","push",-2.609508,"True","R"
"84","1883_005_Vis4AC_Home4A",53,-22.87074,37.9653,-0.1415298,383,44.321944364362,"L","L","push",-2.974728,"True","R"
"85","1883_005_Vis4AC_Home4A",55,221.5077,299.2932,22.26141,991,372.346721115589,"R","R","push",-2.822139,"True","R"
"86","1883_005_Vis4AC_Home4A",62,18.4503,114.0036,-0.602322,721,115.486944643323,"L","R","pull",-2.533614,"True","R"
"87","1883_005_Vis4AC_Home4A",69,-16.94085,221.6097,-0.674178,624,222.256274450942,"L","L","push",-2.936424,"True","R"
"88","1883_005_Vis4AC_Home4A",76,1.0623,5.1705,-0.1629,586,5.27849898550715,"R","R","push",-2.554353,"True","R"
"89","1883_005_Vis4AC_Home4A",91,-3.3603,10.5807,-0.1476,467,11.1014786663759,"R","L","pull",-2.599968,"True","R"
"90","1883_006_Vis1AC_Home1A",116,13.49139,293.9748,8.9295,492,294.284217448323,"R","R","push",-0.84093,"True","R"
"91","1883_006_Vis1AC_Home1A",121,-2.3568,4.7646,-0.0327,594,5.31562972751112,"L","L","push",-0.858264,"True","R"
"92","1883_006_Vis1AC_Home1A",124,7.3656,15.2202,0.0528,647,16.9087714337855,"R","R","push",-1.005513,"True","R"
"93","1883_006_Vis1AC_Home1A",142,-73.5702,79.563,0.997512,471,108.364409734193,"L","L","push",-0.799161,"True","R"
"94","1883_006_Vis1AC_Home1A",155,7.9905,13.7559,0.0057,537,15.9082643635313,"R","R","push",-1.250277,"True","R"
"95","1883_006_Vis1AC_Home1A",160,-116.6355,176.6589,5.72529,513,211.688938798086,"R","L","pull",-1.419045,"True","R"
"96","1883_006_Vis1AC_Home1A",191,21.60222,141.0417,-0.1128561,647,142.686429094775,"R","R","push",-2.618976,"True","R"
"97","1883_006_Vis1AC_Home1A",193,-24.77406,317.739,4.5141,471,318.703351362805,"L","L","push",-2.780124,"True","R"
"98","1883_006_Vis1AC_Home1A",198,-67.389,268.5363,-0.484725,856,276.862821156417,"R","L","pull",-1.604091,"True","R"
"99","1883_006_Vis1AC_Home1A",204,43.3353,180.6585,6.4326,537,185.783319618151,"L","R","pull",-2.918235,"True","R"
"100","1883_006_Vis1AC_Home1A",205,-33.39,54.7122,0.0320382,537,64.0961537757142,"L","L","push",-3.20835,"True","R"
"101","1883_006_Vis1AC_Home1A",21,67.503,319.713,-0.976731,492,326.761468625051,"R","R","push",-1.051242,"True","R"
"102","1883_006_Vis1AC_Home1A",22,-161.7,349.221,21.31833,594,384.840482331316,"L","L","push",-1.158705,"True","R"
"103","1883_006_Vis1AC_Home1A",232,-107.0766,231.7032,4.15185,492,255.248449863657,"R","L","pull",-3.9447,"True","R"
"104","1883_006_Vis1AC_Home1A",234,-14.64132,70.755,0.0928614,594,72.2539845014958,"L","L","push",-3.95133,"True","R"
"105","1883_006_Vis1AC_Home1A",24,2.3316,9.5058,-0.0426,647,9.78757335604694,"R","R","push",-1.111692,"True","R"
"106","1883_006_Vis1AC_Home1A",256,-28.94787,91.0152,0.1181865,807,95.5078311374355,"R","L","pull",-3.91374,"True","R"
"107","1883_006_Vis1AC_Home1A",265,-16.56108,30.4248,0.0550488,442,34.6401187325679,"L","L","push",-3.91173,"True","R"
"108","1883_006_Vis1AC_Home1A",27,67.1262,70.3674,-0.569208,471,97.2496668847765,"L","R","pull",-1.094817,"True","R"
"109","1883_006_Vis1AC_Home1A",33,-32.6211,61.4211,-0.2795574,807,69.5462988980722,"R","L","pull",-1.454052,"True","R"
"110","1883_006_Vis1AC_Home1A",47,-0.2941245,35.2866,0.461427,856,35.2878257871111,"L","L","push",-1.257843,"True","R"
"111","1883_006_Vis1AC_Home1A",57,-64.2141,93.1521,6.12681,492,113.140463023712,"R","L","pull",-1.342707,"True","R"
"112","1883_006_Vis1AC_Home1A",63,10.28898,21.00405,0.324033,647,23.3887414334953,"R","R","push",-1.408572,"True","R"
"113","1883_006_Vis1AC_Home1A",75,52.2159,263.8209,4.82604,471,268.938594273154,"L","R","pull",-1.135368,"True","R"
"114","1883_006_Vis1AC_Home1A",81,-53.0331,194.5311,-0.80694,442,201.630500080767,"L","L","push",-1.062162,"True","R"
"115","1883_006_Vis1AC_Home1A",83,-2.559567,146.9097,-0.2198616,537,146.931995621503,"L","L","push",-1.241106,"True","R"
"116","1883_006_Vis1AC_Home1A",85,-99.6822,323.589,3.939,513,338.594716317074,"R","L","pull",-0.910206,"True","R"
"117","1883_006_Vis4AC_Home4A",20,0.7008,11.5821,-0.1332,636,11.6032823394934,"L","R","pull",-2.302809,"True","R"
"118","1883_006_Vis4AC_Home4A",22,107.3586,359.55,4.25184,467,375.236021050698,"R","R","push",-2.30208,"True","R"
"119","1883_006_Vis4AC_Home4A",63,-21.46923,236.2908,-0.824778,991,237.264135514479,"R","L","pull",-2.773029,"True","R"
"120","1883_006_Vis4AC_Home4A",66,-111.141,201.1917,-0.66003,431,229.8486937746,"L","L","push",-2.911365,"True","R"
"121","1883_006_Vis4AC_Home4A",71,-129.7875,191.598,-1.626843,336,231.418643933997,"L","L","push",-2.430801,"True","R"
"122","1883_006_Vis4AC_Home4A",75,-70.3827,171.0654,4.79313,624,184.978635351356,"L","L","push",-2.558016,"True","R"
"123","1883_006_Vis4AC_Home4A",9,-119.5134,268.5003,2.7528,624,293.897709891809,"L","L","push",-2.34405,"True","R"
"124","1883_008_Vis4AD_Home4A",147,-66.9009,67.9431,-0.630261,624,95.351954664915,"L","L","push",2.892597,"False","L"
"125","1883_009_Vis4AD_Home4A",133,1.1118,11.6982,-0.1299,991,11.7509141125276,"R","R","push",-3.28248,"True","R"
"126","1883_009_Vis4AD_Home4A",138,132.6987,300.819,5.9511,652,328.787189140164,"L","R","pull",-3.34182,"True","R"
"127","1883_009_Vis4AD_Home4A",14,-12.72393,60.7563,0.320919,624,62.0743617311922,"L","L","push",-3.06435,"True","R"
"128","1883_009_Vis4AD_Home4A",141,-172.6593,200.8887,-0.771918,586,264.891494133315,"R","L","pull",-3.25404,"True","R"
"129","1883_009_Vis4AD_Home4A",144,-2.9808,8.3415,-0.1497,721,8.85809183120157,"L","L","push",-3.22272,"True","R"
"130","1883_009_Vis4AD_Home4A",17,70.0497,363.645,3.67359,636,370.330455802773,"L","R","pull",-3.21627,"True","R"
"131","1883_009_Vis4AD_Home4A",173,119.1858,226.4718,0.921762,636,255.919384019421,"L","R","pull",-3.15027,"True","R"
"132","1883_009_Vis4AD_Home4A",175,5.2407,11.8632,-0.1482,467,12.969211646434,"R","R","push",-2.869266,"True","R"
"133","1883_009_Vis4AD_Home4A",196,13.47672,34.3716,-0.02532285,383,36.9192208547039,"L","R","pull",-3.30963,"True","R"
"134","1883_009_Vis4AD_Home4A",202,112.4739,336.099,-0.861,409,354.419124741047,"L","R","pull",-2.956662,"True","R"
"135","1883_009_Vis4AD_Home4A",26,123.6588,267.0528,0.323718,467,294.293555493966,"R","R","push",-2.994852,"True","R"
"136","1883_009_Vis4AD_Home4A",28,-111.4092,309.333,4.76043,383,328.78399403505,"L","L","push",-3.14493,"True","R"
"137","1883_009_Vis4AD_Home4A",52,74.1687,181.2861,-1.955994,409,195.87150408597,"L","R","pull",-3.22623,"True","R"
"138","1883_009_Vis4AD_Home4A",53,5.3022,12.7467,-0.1377,991,13.8054947658532,"R","R","push",-3.11106,"True","R"
"139","1883_009_Vis4AD_Home4A",59,0.27,4.7874,-0.1707,652,4.79500769133898,"L","R","pull",-3.3195,"True","R"
"140","1883_009_Vis4AD_Home4A",63,0.7584,4.8855,-0.168,586,4.94401464500258,"R","R","push",-3.27951,"True","R"
"141","1883_009_Vis4AD_Home4A",67,102.5697,357.603,-2.327529,721,372.022108169783,"L","R","pull",-3.07353,"True","R"
"142","1883_009_Vis4AD_Home4A",70,-4.82697,19.44831,0.16131,624,20.0383732183279,"L","L","push",-3.3912,"True","R"
"143","1883_009_Vis4AD_Home4A",73,-0.531,6.3432,-0.1569,636,6.36538665282793,"L","L","push",-3.15636,"True","R"
"144","1883_010_Vis3AB_Home3A",103,-1.0398,2.4147,-0.0015,475,2.62906069347971,"R","L","pull",-2.165577,"True","R"
"145","1883_010_Vis3AB_Home3A",22,0.950937,305.061,7.44564,475,305.062482128134,"R","R","push",-1.550661,"True","R"
"146","1883_010_Vis3AB_Home3A",27,39.5097,285.2568,3.32016,769,287.979961699299,"L","R","pull",-1.613694,"True","R"
"147","1883_010_Vis3AB_Home3A",33,14.59998,76.8564,0.1478115,427,78.2308483717286,"R","R","push",-1.672179,"True","R"
"148","1883_010_Vis3AB_Home3A",96,-136.8129,253.4238,4.86348,394,287.995472208939,"R","L","pull",-1.93239,"True","R"
"149","1883_010_Vis4AD_Home4A",105,106.4424,329.982,2.877108,431,346.724825822669,"L","R","pull",-1.840689,"True","R"
"150","1883_010_Vis4AD_Home4A",111,177.2457,295.7667,3.93915,721,344.810062204368,"L","R","pull",-2.145795,"True","R"
"151","1883_010_Vis4AD_Home4A",121,50.6832,44.6385,6.62313,336,67.5380074068668,"L","R","pull",-2.100498,"True","R"
"152","1883_010_Vis4AD_Home4A",126,-0.579852,336.468,3.12579,409,336.468499643491,"L","L","push",-2.252595,"True","R"
"153","1883_010_Vis4AD_Home4A",148,126.0048,130.6971,-0.904254,467,181.545976467257,"R","R","push",-2.239242,"True","R"
"154","1883_010_Vis4AD_Home4A",171,156.5376,315.639,15.17883,431,352.323712705745,"L","R","pull",-1.249797,"True","R"
"155","1883_010_Vis4AD_Home4A",174,-3.6759,9.0396,-0.1515,721,9.75841221562197,"L","L","push",-1.32774,"True","R"
"156","1883_010_Vis4AD_Home4A",196,-1.9569,2.7165,-0.183,336,3.34795905888946,"L","L","push",-0.852399,"True","R"
"157","1883_010_Vis4AD_Home4A",208,1.9188,7.455,-0.1566,991,7.69797495709099,"R","R","push",-0.793443,"True","R"
"158","1883_010_Vis4AD_Home4A",226,-144.582,200.6454,5.3316,467,247.310596750645,"R","L","pull",-0.903657,"True","R"
"159","1883_010_Vis4AD_Home4A",231,-12.22044,129.3366,-0.844056,636,129.912644701559,"L","L","push",-0.623322,"True","R"
"160","1883_010_Vis4AD_Home4A",232,95.3007,109.701,-1.118805,624,145.315287638603,"L","R","pull",-1.30002,"True","R"
"161","1883_010_Vis4AD_Home4A",236,0.578526,323.178,3.15249,383,323.178517813812,"L","R","pull",-1.284381,"True","R"
"162","1883_010_Vis4AD_Home4A",24,1.539,8.841,-0.1524,467,8.97395130363431,"R","R","push",-2.244555,"True","R"
"163","1883_010_Vis4AD_Home4A",257,0.340242,363.744,3.40257,721,363.744159129213,"L","R","pull",-1.286508,"True","R"
"164","1883_010_Vis4AD_Home4A",260,-1.8873,5.9442,-0.159,336,6.23661887002886,"L","L","push",-1.550028,"True","R"
"165","1883_010_Vis4AD_Home4A",43,-9.88275,53.8608,0.510318,636,54.7599719156475,"L","L","push",-2.069295,"True","R"
"166","1883_010_Vis4AD_Home4A",45,10.42821,49.0107,-0.432567,624,50.1078464743208,"L","R","pull",-2.232984,"True","R"
"167","1883_010_Vis4AD_Home4A",49,-81.4557,228.4026,-1.942305,383,242.492842676336,"L","L","push",-1.899027,"True","R"
"168","1883_010_Vis4AD_Home4A",57,-1.2537,6.8097,-0.1515,721,6.92414455221726,"L","L","push",-2.20257,"True","R"
"169","1883_010_Vis4AD_Home4A",66,-8.4618,6.5994,7.164,336,10.7309896840879,"L","L","push",-1.985754,"True","R"
"170","1883_010_Vis4AD_Home4A",84,25.13874,216.6843,-0.407946,667,218.137667804709,"L","R","pull",-1.949571,"True","R"
"171","1883_010_Vis4AD_Home4A",85,-79.7568,361.245,1.156005,467,369.944721777781,"R","L","pull",-1.817112,"True","R"
"172","1883_011_Vis1AD_Home1A",19,18.28941,92.4681,-0.678972,993,94.2594930803158,"L","R","pull",2.485578,"False","L"
"173","1883_011_Vis1AD_Home1A",22,-2.6685,8.0496,-0.0441,495,8.4803863361288,"R","L","pull",2.762697,"False","L"
"174","1883_011_Vis1AD_Home1A",23,48.3024,112.2708,0.2860968,594,122.220515374466,"L","R","pull",2.776455,"False","L"
"175","1883_011_Vis1AD_Home1A",26,-111.8247,218.9703,6.21519,492,245.871421300199,"R","L","pull",2.595927,"False","L"
"176","1883_011_Vis1AD_Home1A",59,-0.1413,4.8402,-0.0435,807,4.84226204681242,"R","L","pull",2.361012,"False","L"
"177","1883_011_Vis1AD_Home1A",66,21.02712,301.698,4.27779,856,302.429864562834,"L","R","pull",2.464749,"False","L"
"178","1883_011_Vis3AB_Home3A",10,1.4451,3.4314,-0.0081,337,3.72328080729885,"R","R","push",-1.667454,"True","R"
"179","1883_011_Vis3AB_Home3A",19,16.07487,218.7087,-0.903687,427,219.298647741401,"R","R","push",-2.198229,"True","R"
"180","1883_011_Vis3AB_Home3A",20,-3.1887,8.2098,-0.0975,461,8.80730513437567,"L","L","push",-2.214252,"True","R"
"181","1883_011_Vis3AB_Home3A",42,2.657886,57.0411,0.762246,547,57.1029898271447,"R","R","push",-2.39949,"True","R"
"182","1883_011_Vis3AB_Home3A",47,3.6891,9.1575,-0.0942,460,9.87265238221219,"R","R","push",-1.976181,"True","R"
"183","1883_011_Vis3AB_Home3A",50,-2.418,9.5328,-0.0981,530,9.83468351498918,"L","L","push",-1.803603,"True","R"
"184","1883_011_Vis3AB_Home3A",55,-6.4122,16.2624,-0.0426,879,17.4809027970526,"L","L","push",-1.716876,"True","R"
"185","1883_011_Vis3AB_Home3A",57,28.10847,89.1582,-0.01986801,394,93.4840666262487,"R","R","push",-2.216787,"True","R"
"186","1883_011_Vis4AE_Home4A",107,-14.21688,32.0859,-0.1243635,383,35.0945103362962,"L","L","push",-1.061001,"True","R"
"187","1883_011_Vis4AE_Home4A",108,-67.1688,17.25531,5.49816,652,69.3497903142908,"R","L","pull",-1.288287,"True","R"
"188","1883_011_Vis4AE_Home4A",133,24.2382,35.8674,0.2642772,991,43.2892679771788,"R","R","push",-1.377171,"True","R"
"189","1883_011_Vis4AE_Home4A",136,72.3267,244.0542,5.5959,721,254.545878125202,"L","R","pull",-1.499028,"True","R"
"190","1883_011_Vis4AE_Home4A",137,-135.5742,303.72,17.55249,586,332.605174502202,"R","L","pull",-1.698339,"True","R"
"191","1883_011_Vis4AE_Home4A",142,146.7705,189.1773,5.8884,636,239.436067678911,"L","R","pull",-1.279419,"True","R"
"192","1883_011_Vis4AE_Home4A",198,66.8952,133.5438,0.80193,467,149.361689537445,"R","R","push",-1.012191,"True","R"
"193","1883_011_Vis4AE_Home4A",218,70.665,179.6178,5.16417,383,193.018383326148,"L","R","pull",-0.852294,"True","R"
"194","1883_011_Vis4AE_Home4A",224,23.55306,311.295,3.72312,652,312.184758853413,"L","R","pull",-0.949653,"True","R"
"195","1883_011_Vis4AE_Home4A",234,82.5813,199.803,6.41745,991,216.196461392619,"R","R","push",-1.152915,"True","R"
"196","1883_011_Vis4AE_Home4A",25,-95.556,242.7243,2.333358,636,260.8563492547,"L","L","push",-1.240653,"True","R"
"197","1883_011_Vis4AE_Home4A",265,-75.1395,153.7665,-0.954594,721,171.143451474195,"L","L","push",-1.734024,"True","R"
"198","1883_011_Vis4AE_Home4A",268,15.7455,131.4612,-0.609723,586,132.400785026713,"R","R","push",-1.70451,"True","R"
"199","1883_011_Vis4AE_Home4A",272,-1.5054,11.7063,-0.1467,636,11.8026983715589,"L","L","push",-1.859493,"True","R"
"200","1883_011_Vis4AE_Home4A",283,-129.7671,211.1931,6.29529,467,247.875020383297,"R","L","pull",-1.644126,"True","R"
"201","1883_011_Vis4AE_Home4A",289,-139.6236,320.175,29.79915,624,349.294689770629,"L","L","push",-1.617456,"True","R"
"202","1883_011_Vis4AE_Home4A",292,-26.33634,259.3101,-1.055238,383,260.644069118416,"L","L","push",-2.002086,"True","R"
"203","1883_011_Vis4AE_Home4A",293,129.2451,137.6544,5.9784,652,188.820098806695,"L","R","pull",-1.658226,"True","R"
"204","1883_011_Vis4AE_Home4A",313,2.4,2.5794,-0.1785,991,3.52325195806374,"R","R","push",-1.802292,"True","R"
"205","1883_011_Vis4AE_Home4A",32,-6.15009,42.5265,0.36555,467,42.9689051438142,"R","L","pull",-1.230213,"True","R"
"206","1883_011_Vis4AE_Home4A",324,-2.6802,6.6024,-0.1557,636,7.12566893701918,"L","L","push",-1.448511,"True","R"
"207","1883_011_Vis4AE_Home4A",34,-0.0327,11.8638,-0.1356,624,11.8638450651549,"L","L","push",-1.131528,"True","R"
"208","1883_011_Vis4AE_Home4A",54,-45.3255,317.862,6.36048,383,321.077330240318,"L","L","push",-1.125954,"True","R"
