"","game_str","play_per_game","play_id","timestamp","player_position","field_x","field_y","event_code","inning","top_bottom","batter","batter_hand"
"99","1883_003_Vis1AB_Home1A",117,117,4053798,10,2.9034,-0.8586,1,4,"bottom",492,"R"
"100","1883_003_Vis1AB_Home1A",118,118,4066998,10,2.7213,-0.756,1,4,"bottom",492,"R"
"101","1883_003_Vis1AB_Home1A",119,119,4083648,10,1.4748,0.6066,1,4,"bottom",647,"R"
"102","1883_003_Vis1AB_Home1A",129,129,4658748,10,1.9041,0.432,1,5,"bottom",807,"R"
"103","1883_003_Vis1AB_Home1A",130,130,4671048,10,1.7874,0.363,1,5,"bottom",807,"R"
"104","1883_003_Vis1AB_Home1A",131,131,4711798,10,-2.8926,-0.678,1,5,"bottom",856,"L"
"105","1883_003_Vis1AB_Home1A",132,132,4722648,10,-3.1869,-0.2082,1,5,"bottom",856,"L"
"106","1883_003_Vis1AB_Home1A",133,133,4735898,10,-2.9097,-0.5439,1,5,"bottom",856,"L"
"107","1883_003_Vis1AB_Home1A",134,134,4747048,10,-3.4878,0.9444,1,5,"bottom",856,"L"
"108","1883_003_Vis1AB_Home1A",135,135,4767198,10,-3.0366,-0.192,1,5,"bottom",856,"L"
"109","1883_003_Vis1AB_Home1A",136,136,4784248,10,-3.6591,0.6339,1,5,"bottom",856,"L"
"110","1883_003_Vis1AB_Home1A",137,137,4818398,10,2.5794,-0.0159,1,5,"bottom",537,"R"
"111","1883_003_Vis1AB_Home1A",139,139,4854948,10,2.397,0.087,1,5,"bottom",537,"R"
"112","1883_003_Vis1AB_Home1A",140,140,4871998,10,2.8212,-0.0864,1,5,"bottom",537,"R"
"113","1883_003_Vis1AB_Home1A",141,141,4885598,10,2.8173,0.1146,1,5,"bottom",537,"R"
"114","1883_003_Vis1AB_Home1A",142,142,4933148,10,2.6226,-0.9399,1,5,"bottom",513,"R"
"115","1883_003_Vis1AB_Home1A",143,143,4958498,10,2.499,-1.1607,1,5,"bottom",513,"R"
"116","1883_003_Vis1AB_Home1A",144,144,5004948,10,2.8812,-0.0543,1,5,"bottom",513,"R"
"117","1883_003_Vis1AB_Home1A",145,145,5028898,10,2.7633,-0.1203,1,5,"bottom",513,"R"
"118","1883_003_Vis1AB_Home1A",146,146,5060398,10,2.7573,0.0825,1,5,"bottom",513,"R"
"119","1883_003_Vis1AB_Home1A",147,147,5090098,10,2.7036,-0.1524,1,5,"bottom",513,"R"
"120","1883_003_Vis1AB_Home1A",163,163,5664698,10,2.1006,-0.078,1,6,"bottom",993,"R"
"121","1883_003_Vis1AB_Home1A",164,164,5679898,10,2.2188,-0.0114,1,6,"bottom",993,"R"
"122","1883_003_Vis1AB_Home1A",165,165,5705348,10,2.3436,-0.1482,1,6,"bottom",993,"R"
"123","1883_003_Vis1AB_Home1A",166,166,5718448,10,1.9824,-0.1443,1,6,"bottom",993,"R"
"124","1883_003_Vis1AB_Home1A",167,167,5761048,10,2.6616,-0.7878,1,6,"bottom",495,"R"
"125","1883_003_Vis1AB_Home1A",168,168,5772548,10,2.397,0.087,1,6,"bottom",495,"R"
"126","1883_003_Vis1AB_Home1A",169,169,5785798,10,1.8513,0.1947,1,6,"bottom",495,"R"
"127","1883_003_Vis1AB_Home1A",170,170,5803448,10,1.917,0.0249,1,6,"bottom",495,"R"
"128","1883_003_Vis1AB_Home1A",171,171,5817948,10,2.397,0.087,1,6,"bottom",495,"R"
"129","1883_003_Vis1AB_Home1A",172,172,5852798,10,-2.6775,-0.1716,1,6,"bottom",594,"L"
"130","1883_003_Vis1AB_Home1A",173,173,5873698,10,-3.3705,0.3411,1,6,"bottom",594,"L"
"131","1883_003_Vis1AB_Home1A",174,174,5914498,10,2.3436,-0.1482,1,6,"bottom",492,"R"
"132","1883_003_Vis1AB_Home1A",175,175,5927748,10,2.5959,-0.6195,1,6,"bottom",492,"R"
"133","1883_003_Vis1AB_Home1A",176,176,5942048,10,2.3436,-0.1482,1,6,"bottom",492,"R"
"134","1883_003_Vis1AB_Home1A",177,177,5964348,10,1.9224,-0.1764,1,6,"bottom",492,"R"
"135","1883_003_Vis1AB_Home1A",192,192,6414248,10,-2.8188,-0.0276,1,7,"bottom",647,"L"
"136","1883_003_Vis1AB_Home1A",193,193,6631748,10,2.5794,-0.0159,1,7,"bottom",647,"R"
"137","1883_003_Vis1AB_Home1A",194,194,6646948,10,2.0829,0.5313,1,7,"bottom",647,"R"
"138","1883_003_Vis1AB_Home1A",195,195,6671048,10,2.7471,0.4884,1,7,"bottom",647,"R"
"139","1883_003_Vis1AB_Home1A",196,196,6692848,10,2.3226,0.6627,1,7,"bottom",647,"R"
"140","1883_003_Vis1AB_Home1A",197,197,6716798,10,2.3856,0.4938,1,7,"bottom",807,"R"
"141","1883_003_Vis1AB_Home1A",198,198,6744898,10,1.9644,0.4644,1,7,"bottom",807,"R"
"142","1883_003_Vis1AB_Home1A",199,199,6757848,10,1.9116,0.2271,1,7,"bottom",856,"R"
"143","1883_003_Vis1AB_Home1A",200,200,6797548,10,-2.7183,-0.5622,1,7,"bottom",856,"L"
"144","1883_003_Vis1AB_Home1A",201,201,6815648,10,-2.9424,-0.0939,1,7,"bottom",856,"L"
"145","1883_003_Vis1AB_Home1A",202,202,6838798,10,-3.4677,0.7299,1,7,"bottom",856,"L"
"146","1883_003_Vis1AB_Home1A",203,203,6865648,10,-3.45,0.5184,1,7,"bottom",856,"L"
"147","1883_003_Vis1AB_Home1A",204,204,6886198,10,-2.4993,0.1269,1,7,"bottom",856,"L"
"148","1883_003_Vis1AB_Home1A",205,205,6907348,10,-3.0393,0.2931,1,7,"bottom",537,"L"
"149","1883_003_Vis1AB_Home1A",206,206,6959098,10,2.0172,0.7026,1,7,"bottom",537,"R"
"150","1883_003_Vis1AB_Home1A",207,207,6981198,10,2.3322,0.2568,1,7,"bottom",537,"R"
"151","1883_003_Vis1AB_Home1A",208,208,7004198,10,2.0829,0.5313,1,7,"bottom",537,"R"
"152","1883_003_Vis1AB_Home1A",209,209,7064248,10,1.7793,0.5688,1,7,"bottom",537,"R"
"153","1883_003_Vis1AB_Home1A",210,210,7100598,10,2.2089,0.3927,1,7,"bottom",537,"R"
"154","1883_003_Vis1AB_Home1A",211,211,7127048,10,1.9698,0.2613,1,7,"bottom",537,"R"
"155","1883_003_Vis1AB_Home1A",222,222,7685798,10,2.5008,-1.4793,1,8,"bottom",513,"R"
"156","1883_003_Vis1AB_Home1A",223,223,7707298,10,2.5152,0.1533,1,8,"bottom",513,"R"
"157","1883_003_Vis1AB_Home1A",224,224,7748448,10,-2.6664,-0.3744,1,8,"bottom",993,"L"
"158","1883_003_Vis1AB_Home1A",225,225,7765098,10,-2.3199,-0.6309,1,8,"bottom",993,"L"
"159","1883_003_Vis1AB_Home1A",226,226,7783698,10,-2.9424,-0.0939,1,8,"bottom",993,"L"
"160","1883_003_Vis1AB_Home1A",227,227,7801948,10,-2.616,-0.1386,1,8,"bottom",993,"L"
"161","1883_003_Vis1AB_Home1A",228,228,7818848,10,-2.8029,-0.2355,1,8,"bottom",993,"L"
"162","1883_003_Vis1AB_Home1A",23,23,728998,10,1.9752,0.0591,1,1,"bottom",993,"R"
"163","1883_003_Vis1AB_Home1A",231,231,7966748,10,2.2671,0.4269,1,8,"bottom",495,"R"
"164","1883_003_Vis1AB_Home1A",232,232,7987098,10,3.3225,-0.834,1,8,"bottom",495,"R"
"165","1883_003_Vis1AB_Home1A",233,233,8005198,10,2.0355,0.0915,1,8,"bottom",495,"R"
"166","1883_003_Vis1AB_Home1A",234,234,8028698,10,2.2905,-0.3828,1,8,"bottom",495,"R"
"167","1883_003_Vis1AB_Home1A",235,235,8047448,10,3.2037,-0.8973,1,8,"bottom",495,"R"
"168","1883_003_Vis1AB_Home1A",236,236,8071948,10,3.0204,-0.7929,1,8,"bottom",495,"R"
"169","1883_003_Vis1AB_Home1A",237,237,8092348,10,3.1392,-0.7296,1,8,"bottom",495,"R"
"170","1883_003_Vis1AB_Home1A",24,24,760898,10,2.8269,-0.2886,1,1,"bottom",495,"R"
"171","1883_003_Vis1AB_Home1A",25,25,773048,10,1.9752,0.0591,1,1,"bottom",495,"R"
"172","1883_003_Vis1AB_Home1A",26,26,789548,10,2.466,-0.2826,1,1,"bottom",495,"R"
"173","1883_003_Vis1AB_Home1A",27,27,806148,10,2.397,0.087,1,1,"bottom",495,"R"
"174","1883_003_Vis1AB_Home1A",28,28,825448,10,2.4615,-0.0822,1,1,"bottom",495,"R"
"175","1883_003_Vis1AB_Home1A",29,29,863698,10,-3.0846,0.0504,1,1,"bottom",594,"L"
"176","1883_003_Vis1AB_Home1A",30,30,875498,10,-2.7252,0.4548,1,1,"bottom",594,"L"
"177","1883_003_Vis1AB_Home1A",43,43,1359798,10,2.2905,-0.3828,1,2,"bottom",492,"R"
"178","1883_003_Vis1AB_Home1A",44,44,1380698,10,2.2905,-0.3828,1,2,"bottom",492,"R"
"179","1883_003_Vis1AB_Home1A",45,45,1392598,10,2.1726,-0.4488,1,2,"bottom",492,"R"
"180","1883_003_Vis1AB_Home1A",46,46,1407498,10,2.583,-0.81,1,2,"bottom",492,"R"
"181","1883_003_Vis1AB_Home1A",47,47,1425448,10,2.0301,0.2937,1,2,"bottom",492,"R"
"182","1883_003_Vis1AB_Home1A",48,48,1477248,10,2.6973,0.0504,1,2,"bottom",647,"R"
"183","1883_003_Vis1AB_Home1A",49,49,1501898,10,2.4504,0.3231,1,2,"bottom",647,"R"
"184","1883_003_Vis1AB_Home1A",50,50,1525098,10,2.5794,-0.0159,1,2,"bottom",647,"R"
"185","1883_003_Vis1AB_Home1A",51,51,1549398,10,2.6376,-0.9204,1,2,"bottom",647,"R"
"186","1883_003_Vis1AB_Home1A",52,52,1588198,10,2.2476,-0.624,1,2,"bottom",807,"R"
"187","1883_003_Vis1AB_Home1A",53,53,1608298,10,2.337,0.0549,1,2,"bottom",807,"R"
"188","1883_003_Vis1AB_Home1A",54,54,1623898,10,1.9626,-0.5592,1,2,"bottom",807,"R"
"189","1883_003_Vis1AB_Home1A",55,55,1651048,10,2.337,0.0549,1,2,"bottom",807,"R"
"190","1883_003_Vis1AB_Home1A",56,56,1669248,10,2.337,0.0549,1,2,"bottom",807,"R"
"191","1883_003_Vis1AB_Home1A",68,68,2184198,10,-2.3172,2.0247,1,3,"bottom",856,"L"
"192","1883_003_Vis1AB_Home1A",69,69,2231548,10,2.1486,0.3603,1,3,"bottom",537,"R"
"193","1883_003_Vis1AB_Home1A",70,70,2256548,10,2.0829,0.5313,1,3,"bottom",537,"R"
"194","1883_003_Vis1AB_Home1A",71,71,2274798,10,2.5794,-0.0159,1,3,"bottom",537,"R"
"195","1883_003_Vis1AB_Home1A",72,72,2310348,10,2.5794,-0.0159,1,3,"bottom",537,"R"
"196","1883_003_Vis1AB_Home1A",73,73,2338948,10,2.4549,0.1212,1,3,"bottom",537,"R"
"197","1883_003_Vis1AB_Home1A",74,74,2379998,10,3.0117,-0.3942,1,3,"bottom",513,"R"
"198","1883_003_Vis1AB_Home1A",75,75,2405948,10,2.6973,0.0504,1,3,"bottom",513,"R"
"199","1883_003_Vis1AB_Home1A",76,76,2430448,10,2.6973,0.0504,1,3,"bottom",513,"R"
"200","1883_003_Vis1AB_Home1A",77,77,2569348,10,2.1588,-0.0438,1,3,"bottom",993,"R"
"201","1883_003_Vis1AB_Home1A",78,78,2602848,10,2.5959,-0.6195,1,3,"bottom",993,"R"
"202","1883_003_Vis1AB_Home1A",79,79,2632748,10,2.532,-0.4524,1,3,"bottom",993,"R"
"203","1883_003_Vis1AB_Home1A",80,80,2673948,10,2.2188,-0.0114,1,3,"bottom",993,"R"
"204","1883_003_Vis1AB_Home1A",81,81,2701598,10,2.3436,-0.1482,1,3,"bottom",993,"R"
"205","1883_003_Vis1AB_Home1A",82,82,2725548,10,2.337,0.0549,1,3,"bottom",993,"R"
"206","1883_003_Vis4AB_Home4A",10,10,379448,10,-2.5185,0.0681,1,1,"bottom",624,"L"
"207","1883_003_Vis4AB_Home4A",100,100,3471248,10,2.2983,-0.0549,1,4,"bottom",467,"R"
"208","1883_003_Vis4AB_Home4A",101,101,3525898,10,-3.246,-0.0702,1,4,"bottom",652,"L"
"209","1883_003_Vis4AB_Home4A",102,102,3550898,10,-2.7723,-0.1374,1,4,"bottom",652,"L"
"210","1883_003_Vis4AB_Home4A",103,103,3572598,10,-3.1134,-0.3993,1,4,"bottom",652,"L"
"211","1883_003_Vis4AB_Home4A",104,104,3617948,10,3.0648,0.2511,1,4,"bottom",991,"R"
"212","1883_003_Vis4AB_Home4A",105,105,3634898,10,3.1413,-0.3207,1,4,"bottom",991,"R"
"213","1883_003_Vis4AB_Home4A",106,106,3672648,10,2.7843,0.0201,1,4,"bottom",991,"R"
"214","1883_003_Vis4AB_Home4A",107,107,3686198,10,2.7423,-0.1188,1,4,"bottom",991,"R"
"215","1883_003_Vis4AB_Home4A",108,108,3701198,10,2.6334,0.2046,1,4,"bottom",991,"R"
"216","1883_003_Vis4AB_Home4A",11,11,396948,10,-2.5041,-0.1065,1,1,"bottom",624,"L"
"217","1883_003_Vis4AB_Home4A",12,12,418348,10,-3.1641,0.3144,1,1,"bottom",624,"L"
"218","1883_003_Vis4AB_Home4A",13,13,454848,10,2.8887,1.1484,1,1,"bottom",586,"R"
"219","1883_003_Vis4AB_Home4A",14,14,467948,10,1.3554,0.3459,1,1,"bottom",586,"R"
"220","1883_003_Vis4AB_Home4A",15,15,517448,10,-3,0.0243,1,1,"bottom",636,"L"
"221","1883_003_Vis4AB_Home4A",16,16,537448,10,-3.0384,-0.1167,1,1,"bottom",636,"L"
"222","1883_003_Vis4AB_Home4A",17,17,557698,10,-2.7042,-0.4878,1,1,"bottom",636,"L"
"223","1883_003_Vis4AB_Home4A",18,18,583498,10,-3.7911,-0.1143,1,1,"bottom",636,"L"
"224","1883_003_Vis4AB_Home4A",19,19,639948,10,-3.0474,0.261,1,1,"bottom",383,"L"
"225","1883_003_Vis4AB_Home4A",20,20,658198,10,-3.1239,-0.0219,1,1,"bottom",383,"L"
"226","1883_003_Vis4AB_Home4A",21,21,680298,10,-2.7207,-0.7425,1,1,"bottom",383,"L"
"227","1883_003_Vis4AB_Home4A",22,22,712098,10,-2.8923,-0.1872,1,1,"bottom",383,"L"
"228","1883_003_Vis4AB_Home4A",23,23,756348,10,2.4831,0.3882,1,1,"bottom",467,"R"
"229","1883_003_Vis4AB_Home4A",24,24,772948,10,2.8845,-0.5145,1,1,"bottom",467,"R"
"230","1883_003_Vis4AB_Home4A",25,25,788998,10,2.6178,0.3195,1,1,"bottom",467,"R"
"231","1883_003_Vis4AB_Home4A",26,26,807898,10,3.0825,-0.3438,1,1,"bottom",467,"R"
"232","1883_003_Vis4AB_Home4A",27,27,860898,10,-3.3204,-0.3534,1,1,"bottom",652,"L"
"233","1883_003_Vis4AB_Home4A",38,38,1405898,10,2.8908,-0.3,1,2,"bottom",991,"R"
"234","1883_003_Vis4AB_Home4A",39,39,1423848,10,2.7744,-0.348,1,2,"bottom",991,"R"
"235","1883_003_Vis4AB_Home4A",40,40,1463498,10,-2.6772,-1.0599,1,2,"bottom",782,"L"
"236","1883_003_Vis4AB_Home4A",41,41,1479898,10,-3.051,0.6366,1,2,"bottom",782,"L"
"237","1883_003_Vis4AB_Home4A",42,42,1494448,10,-3.0768,-0.2574,1,2,"bottom",782,"L"
"238","1883_003_Vis4AB_Home4A",43,43,1526998,10,-3.1575,1.2255,1,2,"bottom",461,"L"
"239","1883_003_Vis4AB_Home4A",44,44,1553048,10,-3.1575,1.2255,1,2,"bottom",461,"L"
"240","1883_003_Vis4AB_Home4A",45,45,1565598,10,-2.9652,-0.1956,1,2,"bottom",461,"L"
"241","1883_003_Vis4AB_Home4A",46,46,1578498,10,-2.7801,0.2397,1,2,"bottom",461,"L"
"242","1883_003_Vis4AB_Home4A",66,66,2330098,10,-2.6415,0.5481,1,3,"bottom",624,"L"
"243","1883_003_Vis4AB_Home4A",67,67,2382498,10,2.8875,0.1812,1,3,"bottom",586,"R"
"244","1883_003_Vis4AB_Home4A",68,68,2401348,10,3.0771,0.6219,1,3,"bottom",586,"R"
"245","1883_003_Vis4AB_Home4A",69,69,2424748,10,3.1266,1.3539,1,3,"bottom",586,"R"
"246","1883_003_Vis4AB_Home4A",70,70,2456348,10,1.68,1.9368,1,3,"bottom",586,"R"
"247","1883_003_Vis4AB_Home4A",71,71,2509598,10,-3.1296,0.3531,1,3,"bottom",636,"L"
"248","1883_003_Vis4AB_Home4A",72,72,2533648,10,-3.5946,0.0405,1,3,"bottom",636,"L"
"249","1883_003_Vis4AB_Home4A",73,73,2555148,10,-3.3681,-0.1182,1,3,"bottom",636,"L"
