"","game_str","play_id","play_per_game","ball_position_x","ball_position_y","ball_position_z","batter","ball_dist","field_x","field_y","batter_hand","hit_side","push_pull"
"29","1883_003_Vis1AB_Home1A",223,223,21.51153,34.9599,0.304167,513,41.0480271261714,2.5152,0.1533,"R","R","push"
"30","1883_003_Vis1AB_Home1A",23,23,-129.0966,287.7489,4.81563,993,315.381295549958,1.9752,0.0591,"R","L","pull"
"31","1883_003_Vis1AB_Home1A",28,28,50.235,281.3757,5.84064,495,285.824841074897,2.4615,-0.0822,"R","R","push"
"32","1883_003_Vis1AB_Home1A",30,30,75.0774,160.1598,6.5727,594,176.883514005121,-2.7252,0.4548,"L","R","pull"
"33","1883_003_Vis1AB_Home1A",47,47,74.9244,205.4691,-0.939759,492,218.703490530375,2.0301,0.2937,"R","R","push"
"34","1883_003_Vis1AB_Home1A",51,51,1.9578,11.2494,-0.0447,647,11.4184929478456,2.6376,-0.9204,"R","R","push"
"35","1883_003_Vis1AB_Home1A",68,68,-21.99396,170.6892,0.365049,856,172.100369764628,-2.3172,2.0247,"L","L","push"
"36","1883_003_Vis1AB_Home1A",76,76,-59.0997,346.278,6.77994,513,351.28510902697,2.6973,0.0504,"R","L","pull"
"37","1883_003_Vis4AB_Home4A",100,100,-64.6041,88.713,-0.62031,467,109.743729232289,2.2983,-0.0549,"R","L","pull"
"38","1883_003_Vis4AB_Home4A",103,103,-1.7313,13.9812,-0.1536,652,14.0879861275485,-3.1134,-0.3993,"L","L","push"
"39","1883_003_Vis4AB_Home4A",12,12,-170.0157,214.26,7.33641,624,273.519077664594,-3.1641,0.3144,"L","L","push"
"40","1883_003_Vis4AB_Home4A",14,14,-0.8079,6.4107,-0.1554,586,6.46140672764066,1.3554,0.3459,"R","L","pull"
"41","1883_003_Vis4AB_Home4A",18,18,-86.8029,316.077,-0.657222,636,327.779519459972,-3.7911,-0.1143,"L","L","push"
"42","1883_003_Vis4AB_Home4A",22,22,31.1898,59.6763,0.2732874,383,67.3354617250821,-2.8923,-0.1872,"L","R","pull"
"43","1883_003_Vis4AB_Home4A",26,26,57.1926,302.175,-0.645342,467,307.539792741947,3.0825,-0.3438,"R","R","push"
"44","1883_003_Vis4AB_Home4A",27,27,137.3838,190.293,4.55412,652,234.703503065975,-3.3204,-0.3534,"L","R","pull"
"45","1883_003_Vis4AB_Home4A",39,39,-41.8578,11.3598,6.0594,991,43.3718857888379,2.7744,-0.348,"R","L","pull"
"46","1883_003_Vis4AB_Home4A",42,42,-43.4844,76.413,-0.1988586,782,87.9195064383326,-3.0768,-0.2574,"L","L","push"
"47","1883_003_Vis4AB_Home4A",46,46,13.2306,23.88138,4.18344,461,27.3014484426083,-2.7801,0.2397,"L","R","pull"
"48","1883_003_Vis4AB_Home4A",66,66,100.7934,358.869,-2.203608,624,372.754971321054,-2.6415,0.5481,"L","R","pull"
"49","1883_003_Vis4AB_Home4A",70,70,-157.8489,240.192,6.21957,586,287.416895980751,1.68,1.9368,"R","L","pull"
"50","1883_003_Vis4AB_Home4A",80,80,-42.03,246.6066,2.484741,383,250.162619237087,-2.9451,-0.585,"L","L","push"
"51","1883_004_Vis4AC_Home4A",107,107,-106.0149,142.1382,-1.798377,991,177.320125539235,-3.0684,0.3774,"L","L","push"
"52","1883_004_Vis4AC_Home4A",112,112,-93.1458,287.6004,4.42377,782,302.308005414676,-2.6679,-0.7857,"L","L","push"
"53","1883_004_Vis4AC_Home4A",133,133,0.2946,5.6808,-0.1644,586,5.68843368599828,3.0933,1.9914,"R","R","push"
"54","1883_004_Vis4AC_Home4A",136,136,104.7135,197.475,0.925545,336,223.520228854683,-2.46,0.6222,"L","R","pull"
"55","1883_004_Vis4AC_Home4A",148,148,4.6014,12.9285,-0.1416,467,13.7229367924654,1.7322,0.4401,"R","R","push"
"56","1883_004_Vis4AC_Home4A",153,153,-7.7829,15.3531,-0.1587,636,17.2131116309632,-2.9025,0.1917,"L","L","push"
"57","1883_004_Vis4AC_Home4A",158,158,-2.295,12.5205,-0.1446,431,12.72909836752,-1.9989,0.513,"L","L","push"
"58","1883_004_Vis4AC_Home4A",174,174,5.20977,49.4379,0.1872678,991,49.7116451132217,-2.8035,-0.651,"L","R","pull"
"59","1883_004_Vis4AC_Home4A",175,175,128.3259,210.9798,5.60304,782,246.941314119064,-3.1239,-0.0219,"L","R","pull"
"60","1883_004_Vis4AC_Home4A",199,199,55.644,15.42789,4.34343,336,57.7431773099827,-2.154,0.6516,"L","R","pull"
"61","1883_004_Vis4AC_Home4A",73,73,1.5168,7.9878,-0.1542,586,8.13053694905816,2.7675,0.1365,"R","R","push"
"62","1883_004_Vis4AC_Home4A",80,80,-63.8439,239.8983,-2.792235,624,248.248339189006,-2.724,1.3941,"L","L","push"
"63","1883_004_Vis4AC_Home4A",81,81,-139.584,193.2336,5.00577,467,238.375580177501,3.3162,-0.2496,"R","L","pull"
"64","1883_004_Vis4AC_Home4A",97,97,-3.2166,15.2028,-0.1683,636,15.5393578824866,-2.1402,1.2834,"L","L","push"
"65","1883_004_Vis4AC_Home4A",98,98,93.8724,292.9122,4.18428,383,307.586710360835,-1.6128,0.4887,"L","R","pull"
"66","1883_005_Vis4AC_Home4A",118,118,118.9098,264.0117,5.4507,431,289.55434424807,-2.7579,0.1224,"L","R","pull"
"67","1883_005_Vis4AC_Home4A",123,123,-2.7786,7.9848,-0.1494,721,8.45444551700465,-2.9862,0.2853,"L","L","push"
"68","1883_005_Vis4AC_Home4A",124,124,-122.4996,151.3242,5.2305,535,194.692489597827,2.9436,0.0564,"R","L","pull"
"69","1883_005_Vis4AC_Home4A",130,130,-2.4447,8.1138,-0.1494,624,8.47409632527268,-2.1762,0.8616,"L","L","push"
"70","1883_005_Vis4AC_Home4A",162,162,2.0175,9.3144,-0.1524,586,9.5303910523126,2.9292,-0.8073,"R","R","push"
"71","1883_005_Vis4AC_Home4A",193,193,8.99778,41.8029,-0.2285649,991,42.7602910810766,2.7645,-0.7134,"R","R","push"
"72","1883_005_Vis4AC_Home4A",208,208,-197.3934,232.8036,16.35567,721,305.223967827758,-3.4125,0.1146,"L","L","push"
"73","1883_005_Vis4AC_Home4A",211,211,5.20878,20.7711,0.1329015,535,21.4142472269842,3.1059,1.0023,"R","R","push"
"74","1883_005_Vis4AC_Home4A",225,225,-23.40459,306.054,6.4497,624,306.947594466984,-2.8494,0.9702,"L","L","push"
"75","1883_005_Vis4AC_Home4A",227,227,10.61259,32.7537,0.0574107,586,34.430102093925,1.6242,0.489,"R","R","push"
"76","1883_005_Vis4AC_Home4A",230,230,-3.5127,8.4513,-0.1518,636,9.15224196467729,-2.673,0.1248,"L","L","push"
"77","1883_005_Vis4AC_Home4A",25,25,-0.8121,8.5476,-0.147,624,8.58609178672113,-2.7027,0.5241,"L","L","push"
"78","1883_005_Vis4AC_Home4A",256,256,-107.0982,337.98,-2.401812,383,354.542669989439,-3.0525,-0.3753,"L","L","push"
"79","1883_005_Vis4AC_Home4A",287,287,3.78804,130.0992,-0.543846,535,130.154335646883,2.2983,-0.0549,"R","R","push"
"80","1883_005_Vis4AC_Home4A",294,294,-120.9417,179.1621,3.291,586,216.161867301566,2.838,0.5301,"R","L","pull"
"81","1883_005_Vis4AC_Home4A",298,298,-5.33922,16.11936,-0.0486165,636,16.9806076751688,-3.6864,-0.4977,"L","L","push"
"82","1883_005_Vis4AC_Home4A",41,41,-0.6378,6.1632,-0.1572,636,6.19611354640956,-2.9166,-0.0687,"L","L","push"
"83","1883_005_Vis4AC_Home4A",44,44,7.66122,27.5406,0.396777,467,28.5863418479595,2.3004,-1.431,"R","R","push"
"84","1883_005_Vis4AC_Home4A",53,53,-22.87074,37.9653,-0.1415298,383,44.321944364362,-3.1134,-0.3993,"L","L","push"
"85","1883_005_Vis4AC_Home4A",55,55,221.5077,299.2932,22.26141,991,372.346721115589,2.973,-1.0422,"R","R","push"
"86","1883_005_Vis4AC_Home4A",62,62,18.4503,114.0036,-0.602322,721,115.486944643323,-3.1698,0.213,"L","R","pull"
"87","1883_005_Vis4AC_Home4A",69,69,-16.94085,221.6097,-0.674178,624,222.256274450942,-2.1108,0.5064,"L","L","push"
"88","1883_005_Vis4AC_Home4A",76,76,1.0623,5.1705,-0.1629,586,5.27849898550715,2.697,-0.585,"R","R","push"
"89","1883_005_Vis4AC_Home4A",91,91,-3.3603,10.5807,-0.1476,467,11.1014786663759,2.6805,-0.7962,"R","L","pull"
"90","1883_006_Vis1AC_Home1A",115,116,13.49139,293.9748,8.9295,492,294.284217448323,1.7301,-0.234,"R","R","push"
"91","1883_006_Vis1AC_Home1A",120,121,-2.3568,4.7646,-0.0327,594,5.31562972751112,-2.3097,-0.8316,"L","L","push"
"92","1883_006_Vis1AC_Home1A",123,124,7.3656,15.2202,0.0528,647,16.9087714337855,2.4822,-0.5547,"R","R","push"
"93","1883_006_Vis1AC_Home1A",141,142,-73.5702,79.563,0.997512,471,108.364409734193,-2.8206,0.2196,"L","L","push"
"94","1883_006_Vis1AC_Home1A",154,155,7.9905,13.7559,0.0057,537,15.9082643635313,3.3843,-0.9993,"R","R","push"
"95","1883_006_Vis1AC_Home1A",159,160,-116.6355,176.6589,5.72529,513,211.688938798086,2.5152,0.1533,"R","L","pull"
"96","1883_006_Vis1AC_Home1A",190,191,21.60222,141.0417,-0.1128561,647,142.686429094775,0.1959,2.3037,"R","R","push"
"97","1883_006_Vis1AC_Home1A",192,193,-24.77406,317.739,4.5141,471,318.703351362805,-3.1449,0.8805,"L","L","push"
"98","1883_006_Vis1AC_Home1A",197,198,-67.389,268.5363,-0.484725,856,276.862821156417,2.0187,0.7989,"R","L","pull"
"99","1883_006_Vis1AC_Home1A",203,204,43.3353,180.6585,6.4326,537,185.783319618151,-2.9442,0.2472,"L","R","pull"
"100","1883_006_Vis1AC_Home1A",204,205,-33.39,54.7122,0.0320382,537,64.0961537757142,-3.3582,0.8586,"L","L","push"
"101","1883_006_Vis1AC_Home1A",21,21,67.503,319.713,-0.976731,492,326.761468625051,3.1392,-0.7296,"R","R","push"
"102","1883_006_Vis1AC_Home1A",22,22,-161.7,349.221,21.31833,594,384.840482331316,-3.1653,0.2289,"L","L","push"
"103","1883_006_Vis1AC_Home1A",231,232,-107.0766,231.7032,4.15185,492,255.248449863657,2.7213,-0.756,"R","L","pull"
"104","1883_006_Vis1AC_Home1A",233,234,-14.64132,70.755,0.0928614,594,72.2539845014958,-1.332,0.726,"L","L","push"
"105","1883_006_Vis1AC_Home1A",24,24,2.3316,9.5058,-0.0426,647,9.78757335604694,2.5638,2.9502,"R","R","push"
"106","1883_006_Vis1AC_Home1A",255,256,-28.94787,91.0152,0.1181865,807,95.5078311374355,2.8812,-0.0543,"R","L","pull"
"107","1883_006_Vis1AC_Home1A",264,265,-16.56108,30.4248,0.0550488,442,34.6401187325679,-2.3856,-0.6594,"L","L","push"
"108","1883_006_Vis1AC_Home1A",27,27,67.1262,70.3674,-0.569208,471,97.2496668847765,-2.1375,-0.3393,"L","R","pull"
"109","1883_006_Vis1AC_Home1A",33,33,-32.6211,61.4211,-0.2795574,807,69.5462988980722,2.8869,-0.2565,"R","L","pull"
"110","1883_006_Vis1AC_Home1A",47,47,-0.2941245,35.2866,0.461427,856,35.2878257871111,-4.5135,0.6213,"L","L","push"
"111","1883_006_Vis1AC_Home1A",56,57,-64.2141,93.1521,6.12681,492,113.140463023712,3.1443,-0.9291,"R","L","pull"
"112","1883_006_Vis1AC_Home1A",62,63,10.28898,21.00405,0.324033,647,23.3887414334953,3.2535,-0.4659,"R","R","push"
"113","1883_006_Vis1AC_Home1A",74,75,52.2159,263.8209,4.82604,471,268.938594273154,-2.5962,0.0789,"L","R","pull"
"114","1883_006_Vis1AC_Home1A",80,81,-53.0331,194.5311,-0.80694,442,201.630500080767,-3.1569,0.0186,"L","L","push"
"115","1883_006_Vis1AC_Home1A",82,83,-2.559567,146.9097,-0.2198616,537,146.931995621503,-2.5614,-1.2033,"L","L","push"
"116","1883_006_Vis1AC_Home1A",84,85,-99.6822,323.589,3.939,513,338.594716317074,2.076,-0.5292,"R","L","pull"
"117","1883_006_Vis4AC_Home4A",20,20,0.7008,11.5821,-0.1332,636,11.6032823394934,-2.6685,0.9054,"L","R","pull"
"118","1883_006_Vis4AC_Home4A",22,22,107.3586,359.55,4.25184,467,375.236021050698,2.049,-0.3099,"R","R","push"
"119","1883_006_Vis4AC_Home4A",63,63,-21.46923,236.2908,-0.824778,991,237.264135514479,2.9118,-0.9477,"R","L","pull"
"120","1883_006_Vis4AC_Home4A",66,66,-111.141,201.1917,-0.66003,431,229.8486937746,-2.8398,-1.0308,"L","L","push"
"121","1883_006_Vis4AC_Home4A",71,71,-129.7875,191.598,-1.626843,336,231.418643933997,-3.1866,-0.0576,"L","L","push"
"122","1883_006_Vis4AC_Home4A",75,75,-70.3827,171.0654,4.79313,624,184.978635351356,-2.5959,0.2043,"L","L","push"
"123","1883_006_Vis4AC_Home4A",9,9,-119.5134,268.5003,2.7528,624,293.897709891809,-3.5385,0.1215,"L","L","push"
"124","1883_008_Vis4AD_Home4A",147,147,-66.9009,67.9431,-0.630261,624,95.351954664915,-2.4855,-0.4929,"L","L","push"
"125","1883_009_Vis4AD_Home4A",133,133,1.1118,11.6982,-0.1299,991,11.7509141125276,2.8383,-0.8028,"R","R","push"
"126","1883_009_Vis4AD_Home4A",138,138,132.6987,300.819,5.9511,652,328.787189140164,-3.4425,-0.4014,"L","R","pull"
"127","1883_009_Vis4AD_Home4A",14,14,-12.72393,60.7563,0.320919,624,62.0743617311922,-2.532,2.4465,"L","L","push"
"128","1883_009_Vis4AD_Home4A",141,141,-172.6593,200.8887,-0.771918,586,264.891494133315,2.1375,-0.4527,"R","L","pull"
"129","1883_009_Vis4AD_Home4A",144,144,-2.9808,8.3415,-0.1497,721,8.85809183120157,-2.7417,0.888,"L","L","push"
"130","1883_009_Vis4AD_Home4A",17,17,70.0497,363.645,3.67359,636,370.330455802773,-3.1242,-0.8745,"L","R","pull"
"131","1883_009_Vis4AD_Home4A",173,173,119.1858,226.4718,0.921762,636,255.919384019421,-2.9586,-1.212,"L","R","pull"
"132","1883_009_Vis4AD_Home4A",175,175,5.2407,11.8632,-0.1482,467,12.969211646434,3.927,0.6216,"R","R","push"
"133","1883_009_Vis4AD_Home4A",196,196,13.47672,34.3716,-0.02532285,383,36.9192208547039,-1.8975,-0.6582,"L","R","pull"
"134","1883_009_Vis4AD_Home4A",202,202,112.4739,336.099,-0.861,409,354.419124741047,-3.096,-0.1851,"L","R","pull"
"135","1883_009_Vis4AD_Home4A",26,26,123.6588,267.0528,0.323718,467,294.293555493966,3.3054,0.2034,"R","R","push"
"136","1883_009_Vis4AD_Home4A",28,28,-111.4092,309.333,4.76043,383,328.78399403505,-3.2976,-0.4698,"L","L","push"
"137","1883_009_Vis4AD_Home4A",52,52,74.1687,181.2861,-1.955994,409,195.87150408597,-2.5302,0.9228,"L","R","pull"
"138","1883_009_Vis4AD_Home4A",53,53,5.3022,12.7467,-0.1377,991,13.8054947658532,2.7072,-0.7383,"R","R","push"
"139","1883_009_Vis4AD_Home4A",59,59,0.27,4.7874,-0.1707,652,4.79500769133898,-2.2749,0.996,"L","R","pull"
"140","1883_009_Vis4AD_Home4A",63,63,0.7584,4.8855,-0.168,586,4.94401464500258,2.1237,-0.1284,"R","R","push"
"141","1883_009_Vis4AD_Home4A",67,67,102.5697,357.603,-2.327529,721,372.022108169783,-1.3674,2.1549,"L","R","pull"
"142","1883_009_Vis4AD_Home4A",70,70,-4.82697,19.44831,0.16131,624,20.0383732183279,-3.2808,1.7913,"L","L","push"
"143","1883_009_Vis4AD_Home4A",73,73,-0.531,6.3432,-0.1569,636,6.36538665282793,-2.4681,0.6801,"L","L","push"
"144","1883_010_Vis3AB_Home3A",103,103,-1.0398,2.4147,-0.0015,475,2.62906069347971,2.2023,-0.0618,"R","L","pull"
"145","1883_010_Vis3AB_Home3A",22,22,0.950937,305.061,7.44564,475,305.062482128134,2.58,-1.2054,"R","R","push"
"146","1883_010_Vis3AB_Home3A",27,27,39.5097,285.2568,3.32016,769,287.979961699299,-1.4316,1.4229,"L","R","pull"
"147","1883_010_Vis3AB_Home3A",33,33,14.59998,76.8564,0.1478115,427,78.2308483717286,2.1237,-0.9489,"R","R","push"
"148","1883_010_Vis3AB_Home3A",96,96,-136.8129,253.4238,4.86348,394,287.995472208939,2.343,-0.2622,"R","L","pull"
"149","1883_010_Vis4AD_Home4A",105,105,106.4424,329.982,2.877108,431,346.724825822669,-3.1698,0.213,"L","R","pull"
"150","1883_010_Vis4AD_Home4A",111,111,177.2457,295.7667,3.93915,721,344.810062204368,-2.3184,1.0998,"L","R","pull"
"151","1883_010_Vis4AD_Home4A",121,121,50.6832,44.6385,6.62313,336,67.5380074068668,-3.0756,0.0507,"L","R","pull"
"152","1883_010_Vis4AD_Home4A",126,126,-0.579852,336.468,3.12579,409,336.468499643491,-2.9196,-1.1634,"L","L","push"
"153","1883_010_Vis4AD_Home4A",148,148,126.0048,130.6971,-0.904254,467,181.545976467257,2.7036,-0.8724,"R","R","push"
"154","1883_010_Vis4AD_Home4A",171,171,156.5376,315.639,15.17883,431,352.323712705745,-1.9434,0.2184,"L","R","pull"
"155","1883_010_Vis4AD_Home4A",174,174,-3.6759,9.0396,-0.1515,721,9.75841221562197,-1.7973,1.8045,"L","L","push"
"156","1883_010_Vis4AD_Home4A",196,196,-1.9569,2.7165,-0.183,336,3.34795905888946,-2.4879,1.2099,"L","L","push"
"157","1883_010_Vis4AD_Home4A",208,208,1.9188,7.455,-0.1566,991,7.69797495709099,2.2416,-0.9279,"R","R","push"
"158","1883_010_Vis4AD_Home4A",226,226,-144.582,200.6454,5.3316,467,247.310596750645,1.9476,-0.2001,"R","L","pull"
"159","1883_010_Vis4AD_Home4A",231,231,-12.22044,129.3366,-0.844056,636,129.912644701559,-2.6157,0.9594,"L","L","push"
"160","1883_010_Vis4AD_Home4A",232,232,95.3007,109.701,-1.118805,624,145.315287638603,-2.5143,1.2288,"L","R","pull"
"161","1883_010_Vis4AD_Home4A",236,236,0.578526,323.178,3.15249,383,323.178517813812,-1.2216,0.3045,"L","R","pull"
"162","1883_010_Vis4AD_Home4A",24,24,1.539,8.841,-0.1524,467,8.97395130363431,2.6313,-0.5808,"R","R","push"
"163","1883_010_Vis4AD_Home4A",257,257,0.340242,363.744,3.40257,721,363.744159129213,-2.2626,1.7067,"L","R","pull"
"164","1883_010_Vis4AD_Home4A",260,260,-1.8873,5.9442,-0.159,336,6.23661887002886,-2.4999,1.9152,"L","L","push"
"165","1883_010_Vis4AD_Home4A",43,43,-9.88275,53.8608,0.510318,636,54.7599719156475,-2.5623,0.6435,"L","L","push"
"166","1883_010_Vis4AD_Home4A",45,45,10.42821,49.0107,-0.432567,624,50.1078464743208,-2.5068,-0.2124,"L","R","pull"
"167","1883_010_Vis4AD_Home4A",49,49,-81.4557,228.4026,-1.942305,383,242.492842676336,-2.5779,-0.81,"L","L","push"
"168","1883_010_Vis4AD_Home4A",57,57,-1.2537,6.8097,-0.1515,721,6.92414455221726,-1.8516,1.9842,"L","L","push"
"169","1883_010_Vis4AD_Home4A",66,66,-8.4618,6.5994,7.164,336,10.7309896840879,-1.6485,1.9674,"L","L","push"
"170","1883_010_Vis4AD_Home4A",84,84,25.13874,216.6843,-0.407946,667,218.137667804709,-2.6175,-0.0024,"L","R","pull"
"171","1883_010_Vis4AD_Home4A",85,85,-79.7568,361.245,1.156005,467,369.944721777781,1.6743,0.4149,"R","L","pull"
"172","1883_011_Vis1AD_Home1A",19,19,18.28941,92.4681,-0.678972,993,94.2594930803158,-2.3394,0.453,"L","R","pull"
"173","1883_011_Vis1AD_Home1A",22,22,-2.6685,8.0496,-0.0441,495,8.4803863361288,2.4246,-0.6144,"R","L","pull"
"174","1883_011_Vis1AD_Home1A",23,23,48.3024,112.2708,0.2860968,594,122.220515374466,-2.5653,0.0981,"L","R","pull"
"175","1883_011_Vis1AD_Home1A",26,26,-111.8247,218.9703,6.21519,492,245.871421300199,2.1588,-0.0438,"R","L","pull"
"176","1883_011_Vis1AD_Home1A",59,59,-0.1413,4.8402,-0.0435,807,4.84226204681242,1.455,1.2231,"R","L","pull"
"177","1883_011_Vis1AD_Home1A",66,66,21.02712,301.698,4.27779,856,302.429864562834,-3.1542,0.8949,"L","R","pull"
"178","1883_011_Vis3AB_Home3A",10,10,1.4451,3.4314,-0.0081,337,3.72328080729885,2.5395,-0.4335,"R","R","push"
"179","1883_011_Vis3AB_Home3A",19,19,16.07487,218.7087,-0.903687,427,219.298647741401,2.685,-0.6375,"R","R","push"
"180","1883_011_Vis3AB_Home3A",20,20,-3.1887,8.2098,-0.0975,461,8.80730513437567,-2.8224,2.4879,"L","L","push"
"181","1883_011_Vis3AB_Home3A",42,42,2.657886,57.0411,0.762246,547,57.1029898271447,2.5395,-0.4335,"R","R","push"
"182","1883_011_Vis3AB_Home3A",47,47,3.6891,9.1575,-0.0942,460,9.87265238221219,3.1854,-1.3803,"R","R","push"
"183","1883_011_Vis3AB_Home3A",50,50,-2.418,9.5328,-0.0981,530,9.83468351498918,-2.46,0.3756,"L","L","push"
"184","1883_011_Vis3AB_Home3A",55,55,-6.4122,16.2624,-0.0426,879,17.4809027970526,-2.988,-0.7947,"L","L","push"
"185","1883_011_Vis3AB_Home3A",57,57,28.10847,89.1582,-0.01986801,394,93.4840666262487,1.8339,-1.5351,"R","R","push"
"186","1883_011_Vis4AE_Home4A",107,107,-14.21688,32.0859,-0.1243635,383,35.0945103362962,-1.6851,0.4215,"L","L","push"
"187","1883_011_Vis4AE_Home4A",108,108,-67.1688,17.25531,5.49816,652,69.3497903142908,1.6383,1.941,"R","L","pull"
"188","1883_011_Vis4AE_Home4A",133,133,24.2382,35.8674,0.2642772,991,43.2892679771788,2.3241,0.1995,"R","R","push"
"189","1883_011_Vis4AE_Home4A",136,136,72.3267,244.0542,5.5959,721,254.545878125202,-2.9391,-0.9546,"L","R","pull"
"190","1883_011_Vis4AE_Home4A",137,137,-135.5742,303.72,17.55249,586,332.605174502202,3.2181,-0.8871,"R","L","pull"
"191","1883_011_Vis4AE_Home4A",142,142,146.7705,189.1773,5.8884,636,239.436067678911,-1.8222,-0.0162,"L","R","pull"
"192","1883_011_Vis4AE_Home4A",198,198,66.8952,133.5438,0.80193,467,149.361689537445,2.8167,-0.2094,"R","R","push"
"193","1883_011_Vis4AE_Home4A",218,218,70.665,179.6178,5.16417,383,193.018383326148,-2.7138,-1.1121,"L","R","pull"
"194","1883_011_Vis4AE_Home4A",224,224,23.55306,311.295,3.72312,652,312.184758853413,-3.5118,-0.051,"L","R","pull"
"195","1883_011_Vis4AE_Home4A",234,234,82.5813,199.803,6.41745,991,216.196461392619,2.5419,-0.444,"R","R","push"
"196","1883_011_Vis4AE_Home4A",25,25,-95.556,242.7243,2.333358,636,260.8563492547,-2.3049,-0.8793,"L","L","push"
"197","1883_011_Vis4AE_Home4A",265,265,-75.1395,153.7665,-0.954594,721,171.143451474195,-2.7822,0.5289,"L","L","push"
"198","1883_011_Vis4AE_Home4A",268,268,15.7455,131.4612,-0.609723,586,132.400785026713,1.7334,0.3126,"R","R","push"
"199","1883_011_Vis4AE_Home4A",272,272,-1.5054,11.7063,-0.1467,636,11.8026983715589,-2.955,-0.2094,"L","L","push"
"200","1883_011_Vis4AE_Home4A",283,283,-129.7671,211.1931,6.29529,467,247.875020383297,2.8848,-1.14,"R","L","pull"
"201","1883_011_Vis4AE_Home4A",289,289,-139.6236,320.175,29.79915,624,349.294689770629,-2.1891,0.2229,"L","L","push"
"202","1883_011_Vis4AE_Home4A",292,292,-26.33634,259.3101,-1.055238,383,260.644069118416,-2.2338,0.0429,"L","L","push"
